Comp,Tbreak,YS at Tbreak,Al,Cr,Mn,Fe,Co,Ni,Cu,Ta,Ti,V,Zr,Nb,Mo,Zn,W,Sn,Nd,Hf,Si,VEC,ElectDiff,Atomic Size Diff,Mixing Enthalpy,Mixing Entropy,AVG Shear Modulus,AVG Bulk Modulus,AVG Possion Ratio,Itinerate Electron,Cohesive Energy,Gamma,Local Size Mismatch,Local Shear Modulus Mismatch,Local Electronegativity Mismatch,Avg Melting Pt,VEC_log,VEC_sqrt,VEC_square,VEC_cube,VEC_exp,ElectDiff_log,ElectDiff_sqrt,ElectDiff_square,ElectDiff_cube,ElectDiff_exp,Atomic Size Diff_log,Atomic Size Diff_sqrt,Atomic Size Diff_square,Atomic Size Diff_cube,Atomic Size Diff_exp,Mixing Enthalpy_log,Mixing Enthalpy_sqrt,Mixing Enthalpy_square,Mixing Enthalpy_cube,Mixing Enthalpy_exp,Mixing Entropy_log,Mixing Entropy_sqrt,Mixing Entropy_square,Mixing Entropy_cube,Mixing Entropy_exp,AVG Shear Modulus_log,AVG Shear Modulus_sqrt,AVG Shear Modulus_square,AVG Shear Modulus_cube,AVG Shear Modulus_exp,AVG Bulk Modulus_log,AVG Bulk Modulus_sqrt,AVG Bulk Modulus_square,AVG Bulk Modulus_cube,AVG Bulk Modulus_exp,AVG Possion Ratio_log,AVG Possion Ratio_sqrt,AVG Possion Ratio_square,AVG Possion Ratio_cube,AVG Possion Ratio_exp,Itinerate Electron_log,Itinerate Electron_sqrt,Itinerate Electron_square,Itinerate Electron_cube,Itinerate Electron_exp,Cohesive Energy_log,Cohesive Energy_sqrt,Cohesive Energy_square,Cohesive Energy_cube,Cohesive Energy_exp,Gamma_log,Gamma_sqrt,Gamma_square,Gamma_cube,Gamma_exp,Local Size Mismatch_log,Local Size Mismatch_sqrt,Local Size Mismatch_square,Local Size Mismatch_cube,Local Size Mismatch_exp,Local Shear Modulus Mismatch_log,Local Shear Modulus Mismatch_sqrt,Local Shear Modulus Mismatch_square,Local Shear Modulus Mismatch_cube,Local Shear Modulus Mismatch_exp,Local Electronegativity Mismatch_log,Local Electronegativity Mismatch_sqrt,Local Electronegativity Mismatch_square,Local Electronegativity Mismatch_cube,Local Electronegativity Mismatch_exp,Avg Melting Pt_log,Avg Melting Pt_sqrt,Avg Melting Pt_square,Avg Melting Pt_cube,Assigned Point,Criteria Satisfied,Temp Range
Al0.667CrNb0.667Ti0.667V0.667,952.4742322,1328.55935,0.181842966,0.272628135,0,0,0,0,0,0,0.181842966,0.181842966,0,0.181842966,0,0,0,0,0,0,0,4.908942198,0.040695447,6.092862003,-13.75323762,13.25423592,69.90294432,137.4514721,0.322742639,4.908942198,5.809817333,1.181138601,-0.014708969,-4.135093177,0.00594807,2138.19798,1.59105848,2.215613278,24.0977135,118.2942827,135.4960106,-3.20163906,0.201731126,0.001656119,6.74E-05,1.041534855,1.807117923,2.468372339,37.12296739,226.1851174,442.6865701,2.62127426,3.708535778,189.151545,-2601.446145,1.06E-06,2.584317193,3.640636747,175.6747698,2328.434844,570481.4429,4.24710777,8.360798067,4886.421625,341575.2587,2.28E+30,4.923270925,11.72396998,18892.90718,2596857.904,4.95E+59,-1.130900057,0.568104426,0.104162811,0.033617781,1.380909913,1.59105848,2.215613278,24.0977135,118.2942827,135.4960106,1.75954913,2.410356267,33.75397744,196.1044432,333.55819,0.166478889,1.086802006,1.395088395,1.647792755,3.258081747,-4.219297835,0.121280538,0.000216354,-3.18E-06,0.985398679,1.419509862,2.033492851,17.09899558,-70.70593997,0.016001174,-5.124688482,0.077123732,3.54E-05,2.10E-07,1.005965795,7.667718688,46.24065289,4571890.602,9775607249,6266.711632,4,3
Al0.667Nb0.667Ti0.667V0.667Zr,811.7994645,1277.49695,0.181842966,0,0,0,0,0,0,0,0.181842966,0.181842966,0.272628135,0.181842966,0,0,0,0,0,0,0,4.363685928,0.121425095,6.192431806,-17.32267424,13.25423592,47.54743725,119.4580151,0.358184296,4.363685928,5.111889308,1.211295897,-0.022551815,-10.77821134,0.023795253,2049.593837,1.473317097,2.088943735,19.04175488,83.09223781,78.54611684,-2.108457708,0.348461038,0.014744054,0.001790298,1.129104787,1.82332787,2.488459726,38.34621167,237.4563008,489.033897,2.852016293,4.162051686,300.0750428,-5198.102214,3.00E-08,2.584317193,3.640636747,175.6747698,2328.434844,570481.4429,3.861727892,6.895464977,2260.758789,107493.2867,4.46E+20,4.782964972,10.92968504,14270.21737,1704691.842,7.59E+51,-1.026707632,0.598485001,0.12829599,0.045953609,1.430729274,1.473317097,2.088943735,19.04175488,83.09223781,78.54611684,1.631569063,2.260948763,26.1314123,133.5808871,165.9836531,0.191690776,1.100588886,1.46723775,1.777259067,3.35783324,-3.791939728,0.150172617,0.000508584,-1.15E-05,0.977700576,2.377526628,3.283018632,116.1698397,-1252.103084,2.08E-05,-3.738269172,0.1542571,0.000566214,1.35E-05,1.024080619,7.625396924,45.27244015,4200834.897,8610005314,2728.04489,3,2
Al0.667NbTa0.333TiZr0.333,1201.564119,663.0143467,0.200120012,0,0,0,0,0,0,0.099909991,0.300030003,0,0.099909991,0.300030003,0,0,0,0,0,0,0,4.499849985,0.081099468,3.348673956,-15.12710263,12.5095691,65.19381938,128.5910591,0.3620012,4.599759976,5.238865887,1.130007109,-0.009625957,-11.56685137,0.002901678,2217.523237,1.50404406,2.121284984,20.24864989,91.11588689,90.00362839,-2.512078878,0.284779683,0.006577124,0.000533401,1.084478762,1.208564433,1.829938238,11.21361726,37.55074808,28.46496281,2.716488011,3.889357611,228.829234,-3461.523307,2.69E-07,2.526493879,3.536886922,156.4893191,1957.61395,270917.3576,4.17736467,8.074268969,4250.234085,277088.9933,2.06E+28,4.856637285,11.33979978,16535.66048,2126338.094,7.02E+55,-1.016107752,0.601665355,0.131044869,0.0474384,1.436200665,1.526004123,2.144705102,21.15779184,97.32076407,99.46043988,1.656105041,2.288856895,27.44571578,143.7844242,188.4562505,0.122223924,1.063017925,1.276916066,1.442924233,3.095678507,-4.643291975,0.098111962,9.27E-05,-8.92E-07,0.990420224,2.448143367,3.401007405,133.7920506,-1547.552764,9.48E-06,-5.842466089,0.053867226,8.42E-06,2.44E-08,1.002905892,7.704146193,47.09058544,4917409.307,10904469403,3853.621506,3,4
Al0.6CoCrFeNi,1399.6,63.82082295,0.130434783,0.217391304,0,0.217391304,0.217391304,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,7.565217381,0.114596357,4.895056152,-9.867674859,13.24158918,79.04347815,159.9130433,0.286521739,7.565217381,6.8247826,1.16904452,0.020810964,-1.058601163,-0.061625709,2022.454345,2.023561082,2.750494025,57.23251402,432.9764098,1929.888255,-2.166339264,0.338520837,0.013132325,0.001504917,1.121420693,1.588225747,2.212477379,23.96157473,117.2932538,133.6275099,2.289264249,3.141285542,97.37100712,-960.825439,5.18E-05,2.583362572,3.638899446,175.339684,2321.776063,563312.1421,4.369998057,8.890639918,6247.871438,493853.4895,2.13E+34,5.074630188,12.64567291,25572.18142,4089325.354,2.81E+69,-1.249940868,0.535277254,0.082094707,0.023521918,1.331787119,2.023561082,2.750494025,57.23251402,432.9764098,1929.888255,1.920560487,2.612428487,46.57765754,317.8823867,920.3762925,0.156186766,1.081223622,1.36666509,1.597692334,3.218915559,-3.872275316,0.144260057,0.000433096,9.01E-06,1.021029022,0.056948379,1.028883455,1.120636422,-1.18630702,0.346940785,-2.786676142,0.24824526,0.003797728,-0.000234038,0.940234742,7.612067075,44.97170605,4090321.578,8272488647,31.91041148,1,5
Al10Mo10Nb20Ti40V20,1069.052322,521.2398414,0.1,0,0,0,0,0,0,0,0.4,0.2,0,0.2,0.1,0,0,0,0,0,0,4.7,0.177395039,3.092930855,-9,12.22830167,55,140.6,0.362,4.7,5.568,1.096619629,0.006183,-10.46,-0.0603,2173.35,1.547562509,2.167948339,22.09,103.823,109.9471725,-1.729376175,0.421182904,0.031469,0.005582444,1.194102717,1.129119138,1.758673038,9.566221274,29.58766094,22.04158409,2.197224577,3,81,-729,0.00012341,2.503753074,3.496898865,149.5313617,1828.5146,204495.586,4.007333185,7.416198487,3025,166375,7.69E+23,4.945918979,11.85748709,19768.36,2779431.416,1.15E+61,-1.016111067,0.601664358,0.131044,0.047437928,1.436198942,1.547562509,2.167948339,22.09,103.823,109.9471725,1.717035923,2.359660993,31.002624,172.6226104,261.9097556,0.092232384,1.04719608,1.202574611,1.318766923,2.994027973,-5.085951688,0.078632055,3.82E-05,2.36E-07,1.006202154,2.347558459,3.234192326,109.4116,-1144.445336,2.87E-05,-2.808423175,0.245560583,0.00363609,-0.000219256,0.941482047,7.684025035,46.61920205,4723450.222,10265710541,1850.912084,2,3
Al15Cr20Nb15Ti40Zr10,812.7607049,1630.36398,0.15,0.2,0,0,0,0,0,0,0.4,0,0.1,0.15,0,0,0,0,0,0,0,4.55,0.089770541,6.835318212,-15.98,12.36955573,63.55,122.3,0.3295,4.55,5.3695,1.303637986,-0.03189825,-2.3125,0.025875,2073.35,1.515127233,2.133072901,20.7025,94.196375,94.63240831,-2.410498409,0.299617324,0.00805875,0.000723438,1.093923244,1.922103025,2.61444415,46.72157506,319.3568329,930.1242803,2.77133794,3.997499218,255.3604,-4080.659192,1.15E-07,2.515238271,3.51703792,153.005909,1892.615118,235521.087,4.151826998,7.971825387,4038.6025,256653.1889,3.98E+27,4.806477043,11.05893304,14957.29,1829276.567,1.30E+53,-1.110178925,0.574020906,0.10857025,0.035773897,1.390272818,1.515127233,2.133072901,20.7025,94.196375,94.63240831,1.680734794,2.31721816,28.83153025,154.8109017,214.7554631,0.265158807,1.141769673,1.699471999,2.215496253,3.682669828,-3.44520413,0.178600812,0.001017498,-3.25E-05,0.968605133,0.83832919,1.520690633,5.34765625,-12.36645508,0.099013408,-3.654478027,0.160857079,0.000669516,1.73E-05,1.026212664,7.636920936,45.53405319,4298780.222,8912875974,3258.306675,3,2
Al15Mo10Nb20Ti35V20,1051.713331,627.6070649,0.15,0,0,0,0,0,0,0,0.35,0.2,0,0.2,0.1,0,0,0,0,0,0,4.65,0.176093015,3.095410805,-11.88,12.6874917,54.1,138.9,0.3605,4.65,5.4995,1.096619629,0.00624675,-11.135,-0.057675,2136.6,1.53686722,2.156385865,21.6225,100.544625,104.5849856,-1.736742929,0.419634383,0.03100875,0.005460424,1.192548978,1.129920629,1.75937796,9.581568052,29.65888928,22.09631395,2.474856314,3.446737588,141.1344,-1676.676672,6.93E-06,2.540616603,3.561950547,160.9724456,2042.336568,323673.8655,3.990834186,7.355270219,2926.81,158340.421,3.13E+23,4.93375425,11.78558441,19293.21,2679826.869,2.11E+60,-1.020263322,0.600416522,0.12996025,0.04685067,1.434046258,1.53686722,2.156385865,21.6225,100.544625,104.5849856,1.704657179,2.345101277,30.24450025,166.3296291,244.5696169,0.092232384,1.04719608,1.202574611,1.318766923,2.994027973,-5.07569395,0.079036384,3.90E-05,2.44E-07,1.006266302,2.410093301,3.336914743,123.988225,-1380.608885,1.46E-05,-2.852931475,0.240156199,0.003326406,-0.00019185,0.943956684,7.66697106,46.22337071,4565059.56,9753706256,1993.123928,2,3
Al20Mo10Nb20Ti30V20,1090.426415,615.1190084,0.2,0,0,0,0,0,0,0,0.3,0.2,0,0.2,0.1,0,0,0,0,0,0,4.6,0.17471119,3.097876459,-14.16,12.9458383,53.2,137.2,0.359,4.6,5.431,1.096619629,0.006302,-11.72,-0.0554,2099.85,1.526056303,2.144761059,21.16,97.336,99.48431564,-1.744621011,0.417984677,0.030524,0.005332884,1.190902222,1.130716864,1.760078538,9.596838555,29.72982024,22.15086304,2.650421088,3.762977544,200.5056,-2839.159296,7.09E-07,2.56077437,3.59803256,167.5947293,2169.654265,419088.8798,3.974058396,7.293833012,2830.24,150568.768,1.27E+23,4.921439715,11.71324037,18823.84,2582630.848,3.85E+59,-1.02443289,0.599166087,0.128881,0.046268279,1.431896802,1.526056303,2.144761059,21.16,97.336,99.48431564,1.692123279,2.3304506,29.495761,160.191478,228.3775088,0.092232384,1.04719608,1.202574611,1.318766923,2.994027973,-5.066888236,0.079385137,3.97E-05,2.50E-07,1.006321899,2.461296784,3.423448554,137.3584,-1609.840448,8.13E-06,-2.893175685,0.235372046,0.00306916,-0.000170031,0.94610663,7.649621193,45.82412029,4409370.023,9259015642,3550.902449,3,4
Al23Cr20Nb15Ti32Zr10,1172.367369,285.3145387,0.23,0.2,0,0,0,0,0,0,0.32,0,0.1,0.15,0,0,0,0,0,0,0,4.47,0.090373613,6.836171201,-20.172,12.79822685,62.11,119.58,0.3271,4.47,5.2599,1.303637986,-0.02602513,-5.4773,0.025507,2014.55,1.497388409,2.114237451,19.9809,89.314623,87.35672301,-2.403802946,0.300622043,0.00816739,0.000738117,1.094583158,1.922227809,2.614607275,46.73323669,319.4764068,930.9180046,3.004295504,4.491324972,406.909584,-8208.180128,1.74E-09,2.549306634,3.57746095,163.7946105,2096.280582,361575.7528,4.128907007,7.880989786,3857.6521,239598.7719,9.42E+26,4.783985603,10.93526406,14299.3764,1709919.43,8.57E+51,-1.117489344,0.571926569,0.10699441,0.034997872,1.386940164,1.497388409,2.114237451,19.9809,89.314623,87.35672301,1.660112015,2.293447187,27.66654801,145.5232759,192.4622441,0.265158807,1.141769673,1.699471999,2.215496253,3.682669828,-3.648692669,0.161323061,0.000677307,-1.76E-05,0.974310605,1.700612279,2.34036322,30.00081529,-164.3234656,0.004180602,-3.668802355,0.159709111,0.000650607,1.66E-05,1.025835087,7.608151124,44.8837387,4058411.702,8175873295,142.6572694,1,4
Al28Cr20Nb15Ti27Zr10,1303.287961,120.8129016,0.28,0.2,0,0,0,0,0,0,0.27,0,0.1,0.15,0,0,0,0,0,0,0,4.42,0.090572844,6.836697212,-22.012,12.85896845,61.21,117.88,0.3256,4.42,5.1914,1.303637986,-0.02236548,-7.3383,0.024822,1977.8,1.486139696,2.102379604,19.5364,86.350888,83.09628536,-2.401600846,0.300953226,0.00820344,0.000743009,1.094801254,1.922304751,2.614707864,46.74042877,319.550159,931.4078065,3.091587759,4.69169479,484.528144,-10665.43351,2.76E-10,2.554041502,3.585940386,165.3530696,2126.269905,384219.18,4.114310575,7.823681998,3746.6641,229333.3096,3.83E+26,4.769667158,10.85725564,13895.6944,1638024.456,1.57E+51,-1.122085645,0.570613705,0.10601536,0.034518601,1.384861314,1.486139696,2.102379604,19.5364,86.350888,83.09628536,1.64700341,2.278464395,26.95063396,139.9115211,179.7199849,0.265158807,1.141769673,1.699471999,2.215496253,3.682669828,-3.80023658,0.149550928,0.000500215,-1.12E-05,0.977882773,1.993107208,2.708929678,53.85064689,-395.1722021,0.000650155,-3.696024922,0.157549992,0.000616132,1.53E-05,1.025132631,7.589740395,44.47246339,3911692.84,7736546099,60.4064508,1,5
AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,1224.304,325.6689431,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,7.14285715,0.128444382,6.229939278,-8.653061242,14.53177537,64.00000006,140.2857144,0.302857143,7.14285715,5.661428577,1.169103742,0.033828571,-5.142857153,-0.068979592,1803.292859,1.966112857,2.67261242,51.02040827,364.431488,1265.037633,-2.052259293,0.358391381,0.016497959,0.00211907,1.137058179,1.829366586,2.495984631,38.81214341,241.7972967,507.7246525,2.157913159,2.941608615,74.87546886,-647.9020176,0.000174592,2.676337657,3.81205658,211.1724954,3068.711268,2046773.83,4.158883084,8.000000004,4096.000008,262144.0007,6.24E+27,4.94368116,11.84422705,19680.08166,2760834.316,8.42E+60,-1.19449406,0.55032458,0.091722449,0.027778799,1.353721062,1.966112857,2.67261242,51.02040827,364.431488,1265.037633,1.733676259,2.37937567,32.05177353,181.4588266,287.5591497,0.156237423,1.081251008,1.36680356,1.597935156,3.219106196,-3.386449538,0.18392545,0.001144372,3.87E-05,1.034407264,1.637608791,2.26778684,26.4489797,-136.0233244,0.005840977,-2.673944586,0.262639662,0.004758184,-0.000328218,0.933345728,7.497369639,42.46519585,3251865.135,5864065177,1875.641886,2,4
AlCoCrCuFeNi,1028.475561,351.1683285,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,7.833333349,0.119082138,5.257788893,-4.777777797,14.89668824,70.33333347,151.0000003,0.298333334,7.833333349,6.040000012,1.169103742,0.021286111,0.38888889,-0.0625,1902.81667,2.058388134,2.798809273,61.36111136,480.6620399,2523.326498,-2.127941789,0.345082799,0.014180556,0.001688651,1.12646244,1.659710576,2.292986893,27.64434404,145.3481251,192.0563643,1.563975542,2.185812846,22.82716068,-109.0631015,0.008414677,2.701138922,3.859622811,221.9113205,3305.743759,2948149.49,4.253245847,8.386497092,4946.777797,347923.3724,3.51E+30,5.017279839,12.28820574,22801.00009,3442951.021,3.79E+65,-1.209543847,0.546198988,0.089002778,0.026552496,1.347610918,2.058388134,2.798809273,61.36111136,480.6620399,2523.326498,1.798404014,2.457641148,36.48160014,220.3488653,419.8930399,0.156237423,1.081251008,1.36680356,1.597935156,3.219106196,-3.849700485,0.145897605,0.000453099,9.64E-06,1.021514276,-0.944461606,0.623609565,0.151234569,0.058813444,1.475340617,-2.772588722,0.25,0.00390625,-0.000244141,0.939413063,7.551090525,43.62128689,3620711.28,6889549780,175.5841643,1,3
AlCr0.5NbTiV,913.6849358,984.2614479,0.222222222,0.111111111,0,0,0,0,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,4.666666662,0.037646832,4.825507689,-15.40740738,13.14521343,59.88888883,132.4444443,0.347777777,4.666666662,5.512222217,1.181138601,-0.007158025,-9.62962961,0.000987654,2068.261109,1.54044504,2.160246898,21.77777773,101.6296293,106.3426749,-3.279506472,0.194027916,0.001417284,5.34E-05,1.038364451,1.57391595,2.196703824,23.28552446,112.3644773,124.6497356,2.734848392,3.925227048,237.3882022,-3657.536738,2.04E-07,2.576057695,3.625632832,172.7966361,2271.448662,511556.5574,4.092490993,7.738791174,3586.679005,214802.2202,1.02E+26,4.886163269,11.50845099,17541.53083,2323278.302,3.31E+57,-1.056191575,0.589726866,0.120949382,0.042063507,1.415917565,1.54044504,2.160246898,21.77777773,101.6296293,106.3426749,1.706967848,2.347812219,30.38459377,167.4866328,247.7009612,0.166478889,1.086802006,1.395088395,1.647792755,3.258081747,-4.939521174,0.084605112,5.12E-05,-3.67E-07,0.992867533,2.264844763,3.103164451,92.72976643,-892.9533045,6.58E-05,-6.920178124,0.031426963,9.75E-07,9.63E-10,1.000988142,7.634463489,45.4781388,4277704.015,8847408850,4850.730727,4,3
AlCr1.5NbTiV,952.2402189,1330.029885,0.181818182,0.272727273,0,0,0,0,0,0,0.181818182,0.181818182,0,0.181818182,0,0,0,0,0,0,0,4.909090914,0.040696417,6.093392081,-13.75206614,13.25390194,69.90909098,137.4545456,0.322727273,4.909090914,5.810000006,1.181138601,-0.014712397,-4.132231413,0.005950413,2138.240911,1.591088775,2.215646839,24.0991736,118.3050342,135.5161625,-3.201615225,0.20173353,0.001656198,6.74E-05,1.041535865,1.807204919,2.46847971,37.12942705,226.2441568,442.9212907,2.621189078,3.708377831,189.1193231,-2600.78144,1.07E-06,2.584291995,3.640590878,175.6659166,2328.258833,570290.9453,4.247195698,8.361165647,4887.281002,341665.3722,2.30E+30,4.923293285,11.72410106,18893.75211,2597032.11,4.96E+59,-1.130947668,0.568090902,0.104152893,0.033612979,1.380888694,1.591088775,2.215646839,24.0991736,118.3050342,135.5161625,1.759580572,2.41039416,33.75610007,196.1229416,333.6191277,0.166478889,1.086802006,1.395088395,1.647792755,3.258081747,-4.219064807,0.12129467,0.000216455,-3.18E-06,0.985395301,1.418817555,2.032789072,17.07533645,-70.55924167,0.016047031,-5.12429465,0.07713892,3.54E-05,2.11E-07,1.005968152,7.667738766,46.2411171,4572074.193,9776196089,6272.359759,4,3
AlCrCuFeNi,696.553706,1359.069779,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0.124161186,5.617021523,-4,13.3808668,69.4,145.2,0.296,7.6,5.908,1.168757742,0.024848,-0.4,-0.0664,1875.15,2.028148247,2.75680975,57.76,438.976,1998.195895,-2.08617467,0.352365132,0.015416,0.001914069,1.132198351,1.725801545,2.370025638,31.55093079,177.2222573,275.0688756,1.386294361,2,16,-64,0.018315639,2.593825836,3.657986714,179.0475963,2395.812037,647495.291,4.239886868,8.33066624,4816.36,334255.384,1.38E+30,4.978112102,12.04989627,21083.04,3061257.408,1.15E+63,-1.217395825,0.54405882,0.087616,0.025934336,1.344470157,2.028148247,2.75680975,57.76,438.976,1998.195895,1.776307365,2.430637776,34.904464,206.2155733,367.96948,0.155941426,1.081090996,1.365994659,1.596516834,3.217992577,-3.694978013,0.157632484,0.000617423,1.53E-05,1.025159284,-0.916290732,0.632455532,0.16,-0.064,0.670320046,-2.712058222,0.257681975,0.00440896,-0.000292755,0.935756487,7.536443935,43.30300221,3516187.523,6593379033,2735.158375,3,2
AlCrMoNbTi,1196.959706,911.6977417,0.2,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0,5,0.226238812,5.469783374,-13.6,13.3808668,70.8,149.2,0.322,5,5.902,1.180867888,-0.00588,-5.28,-0.0832,2249.35,1.609437912,2.236067977,25,125,148.4131591,-1.486164147,0.475645679,0.051184,0.011579807,1.25387507,1.699239013,2.338756801,29.91853016,163.6478788,237.4087583,2.610069793,3.687817783,184.96,-2515.456,1.24E-06,2.593825836,3.657986714,179.0475963,2395.812037,647495.291,4.259859001,8.414273587,5012.64,354894.912,5.60E+30,5.005287688,12.21474519,22260.64,3321287.488,6.26E+64,-1.133203733,0.567450438,0.103684,0.033386248,1.379884776,1.609437912,2.236067977,25,125,148.4131591,1.775291277,2.429403219,34.833604,205.5879308,365.7682734,0.166249666,1.086677454,1.394448969,1.646660009,3.257199861,-5.136198517,0.076681158,3.46E-05,-2.03E-07,0.994137253,1.663926098,2.297825059,27.8784,-147.197952,0.005092431,-2.486507931,0.288444102,0.00692224,-0.00057593,0.920167095,7.718396565,47.42731281,5059575.422,11380755977,6667.146156,4,4
AlCrMoNbTiB,1226.719139,832.3698048,0.2,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0,5,0.226238812,5.469783374,-13.6,13.3808668,70.8,149.2,0.322,5,5.902,1.180867888,-0.00588,-5.28,-0.0832,2249.35,1.609437912,2.236067977,25,125,148.4131591,-1.486164147,0.475645679,0.051184,0.011579807,1.25387507,1.699239013,2.338756801,29.91853016,163.6478788,237.4087583,2.610069793,3.687817783,184.96,-2515.456,1.24E-06,2.593825836,3.657986714,179.0475963,2395.812037,647495.291,4.259859001,8.414273587,5012.64,354894.912,5.60E+30,5.005287688,12.21474519,22260.64,3321287.488,6.26E+64,-1.133203733,0.567450438,0.103684,0.033386248,1.379884776,1.609437912,2.236067977,25,125,148.4131591,1.775291277,2.429403219,34.833604,205.5879308,365.7682734,0.166249666,1.086677454,1.394448969,1.646660009,3.257199861,-5.136198517,0.076681158,3.46E-05,-2.03E-07,0.994137253,1.663926098,2.297825059,27.8784,-147.197952,0.005092431,-2.486507931,0.288444102,0.00692224,-0.00057593,0.920167095,7.718396565,47.42731281,5059575.422,11380755977,6220.937968,4,4
AlCrMoTi,1196.172154,835.2716005,0.25,0.25,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,4.75,0.244783067,5.427180161,-14,11.52565132,62.25,144,0.3025,4.75,5.5975,1.156736604,0.001575,-2.6875,-0.095625,2124.15,1.558144618,2.179449472,22.5625,107.171875,115.5842845,-1.407382901,0.494755563,0.05991875,0.014667095,1.277344185,1.691419692,2.329630907,29.4542845,159.8537085,227.5068075,2.63905733,3.741657387,196,-2744,8.32E-07,2.444575101,3.394944966,132.8406384,1531.074879,101280.7173,4.131158535,7.889866919,3875.0625,241222.6406,1.08E+27,4.9698133,12,20736,2985984,3.45E+62,-1.195674002,0.55,0.09150625,0.027680641,1.353237676,1.558144618,2.179449472,22.5625,107.171875,115.5842845,1.722320069,2.365903633,31.33200625,175.380905,269.7511858,0.145602768,1.075516901,1.338039571,1.547759349,3.179540228,-6.453500007,0.03968627,2.48E-06,3.91E-09,1.001576241,0.988611393,1.639359631,7.22265625,-19.41088867,0.068050854,-2.347320987,0.309232922,0.009144141,-0.000874408,0.908804754,7.661127001,46.08850182,4512013.223,9584192887,6207.801757,4,4
AlCrNbTiV,984.1591046,935.3313158,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,4.8,0.039698866,5.630746346,-14.56,13.3808668,65.4,135.2,0.334,4.8,5.676,1.181138601,-0.0118,-6.4,0.004,2106.75,1.568615918,2.19089023,23.04,110.592,121.5104175,-3.226432656,0.199245743,0.001576,6.26E-05,1.040497398,1.728241999,2.372919372,31.70530441,178.524527,278.8701736,2.678278043,3.815756806,211.9936,-3086.626816,4.75E-07,2.593825836,3.657986714,179.0475963,2395.812037,647495.291,4.180522258,8.087026648,4277.16,279726.264,2.53E+28,4.906755164,11.62755348,18279.04,2471326.208,5.21E+58,-1.096614286,0.577927331,0.111556,0.037259704,1.396543144,1.568615918,2.19089023,23.04,110.592,121.5104175,1.736246759,2.382435728,32.216976,182.8635558,291.7799727,0.166478889,1.086802006,1.395088395,1.647792755,3.258081747,-4.439655748,0.108627805,0.00013924,-1.64E-06,0.988269347,1.85629799,2.529822128,40.96,-262.144,0.001661557,-5.521460918,0.063245553,1.60E-05,6.40E-08,1.004008011,7.652901755,45.8993464,4438395.563,9350589851,4725.484368,4,3
AlMo0.5NbTa0.5TiZr,1195.320661,1602.81916,0.2,0,0,0,0,0,0,0.1,0.2,0,0.2,0.2,0.1,0,0,0,0,0,0,4.5,0.217614338,4.896373647,-16.84,14.53343194,60,133,0.351,4.6,5.219,1.189637654,-0.002598,-7.76,-0.0454,2251.05,1.504077397,2.121320344,20.25,91.125,90.0171313,-1.525030875,0.46649152,0.047356,0.010305345,1.243107556,1.588494859,2.212775101,23.97447489,117.3879871,133.8036795,2.823757009,4.103656906,283.5856,-4775.581504,4.86E-08,2.676451647,3.812273854,211.220644,3069.760853,2050167.264,4.094344562,7.745966692,3600,216000,1.14E+26,4.890349128,11.53256259,17689,2352637,5.77E+57,-1.046969056,0.59245253,0.123201,0.043243551,1.420487326,1.526056303,2.144761059,21.16,97.336,99.48431564,1.652305813,2.284513077,27.237961,142.1549185,184.7493423,0.173648768,1.090705118,1.415237748,1.683620114,3.285890362,-5.953013361,0.05097058,6.75E-06,-1.75E-08,0.997405372,2.048982334,2.785677655,60.2176,-467.288576,0.000426457,-3.092243174,0.213072758,0.00206116,-9.36E-05,0.955615159,7.719152053,47.44523158,5067226.103,11406579318,10812.23562,4,4
