Comp,Tbreak,YS at Tbreak,Al,Cr,Mn,Fe,Co,Ni,Cu,Ta,Ti,V,Zr,Nb,Mo,Zn,W,Sn,Nd,Hf,Si,VEC,ElectDiff,Atomic Size Diff,Mixing Enthalpy,Mixing Entropy,AVG Shear Modulus,AVG Bulk Modulus,AVG Possion Ratio,Itinerate Electron,Cohesive Energy,Gamma,Local Size Mismatch,Local Shear Modulus Mismatch,Local Electronegativity Mismatch,Avg Melting Pt,VEC_log,VEC_sqrt,VEC_square,VEC_cube,VEC_exp,ElectDiff_log,ElectDiff_sqrt,ElectDiff_square,ElectDiff_cube,ElectDiff_exp,Atomic Size Diff_log,Atomic Size Diff_sqrt,Atomic Size Diff_square,Atomic Size Diff_cube,Atomic Size Diff_exp,Mixing Enthalpy_log,Mixing Enthalpy_sqrt,Mixing Enthalpy_square,Mixing Enthalpy_cube,Mixing Enthalpy_exp,Mixing Entropy_log,Mixing Entropy_sqrt,Mixing Entropy_square,Mixing Entropy_cube,Mixing Entropy_exp,AVG Shear Modulus_log,AVG Shear Modulus_sqrt,AVG Shear Modulus_square,AVG Shear Modulus_cube,AVG Shear Modulus_exp,AVG Bulk Modulus_log,AVG Bulk Modulus_sqrt,AVG Bulk Modulus_square,AVG Bulk Modulus_cube,AVG Bulk Modulus_exp,AVG Possion Ratio_log,AVG Possion Ratio_sqrt,AVG Possion Ratio_square,AVG Possion Ratio_cube,AVG Possion Ratio_exp,Itinerate Electron_log,Itinerate Electron_sqrt,Itinerate Electron_square,Itinerate Electron_cube,Itinerate Electron_exp,Cohesive Energy_log,Cohesive Energy_sqrt,Cohesive Energy_square,Cohesive Energy_cube,Cohesive Energy_exp,Gamma_log,Gamma_sqrt,Gamma_square,Gamma_cube,Gamma_exp,Local Size Mismatch_log,Local Size Mismatch_sqrt,Local Size Mismatch_square,Local Size Mismatch_cube,Local Size Mismatch_exp,Local Shear Modulus Mismatch_log,Local Shear Modulus Mismatch_sqrt,Local Shear Modulus Mismatch_square,Local Shear Modulus Mismatch_cube,Local Shear Modulus Mismatch_exp,Local Electronegativity Mismatch_log,Local Electronegativity Mismatch_sqrt,Local Electronegativity Mismatch_square,Local Electronegativity Mismatch_cube,Local Electronegativity Mismatch_exp,Avg Melting Pt_log,Avg Melting Pt_sqrt,Avg Melting Pt_square,Avg Melting Pt_cube,Assigned Point,Criteria Satisfied,Temp Range
Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,1870.160263,113.7368584,0,0,0,0,0,0,0,0.30738523,0.177644711,0,0.127744511,0.30738523,0,0,0,0,0,0.079840319,0,4.922155694,0.101210115,3.982025991,2.441902624,12.44487849,86.38323363,154.0638724,0.364391218,5.069860286,5.787624756,1.128816417,-0.012406006,4.782235931,0.00191059,2757.389524,1.593746584,2.218593179,24.22761668,119.2521014,137.2982675,-2.290556577,0.318135372,0.010243487,0.001036745,1.106509112,1.381790733,1.995501438,15.85653099,63.14111854,53.62556917,0.892777499,1.562658832,5.962888425,14.56079289,11.4948904,2.521309172,3.527729934,154.8750006,1927.400564,253946.3974,4.458793602,9.2942581,7462.063052,644597.136,3.28E+37,5.037367272,12.41224687,23735.67678,3656810.279,8.11E+66,-1.009527214,0.603648257,0.13278096,0.048384216,1.439637316,1.62331326,2.251635025,25.70348332,130.3130693,159.15209,1.755721975,2.405748274,33.49660032,193.8657532,326.2372104,0.121169665,1.062457725,1.274226503,1.438367796,3.091994701,-4.389574569,0.111382252,0.000153909,-1.91E-06,0.987670631,1.564908205,2.186832397,22.8697805,109.368686,119.3709571,-6.260343184,0.043710296,3.65E-06,6.97E-09,1.001912416,7.922039686,52.51085149,7603196.987,20964975721,56.8684292,1,5
Hf0.5Nb0.667Ta0.333TiZr0.833,869.6319218,207.6513637,0,0,0,0,0,0,0,0.099909991,0.300030003,0,0.249924992,0.200120012,0,0,0,0,0,0.150015002,0,4.500150015,0.118601387,4.985934714,2.360311999,12.84035718,64.20162018,127.0003,0.362508251,4.300030002,5.502265227,1.128816417,-0.022820817,-1.808100159,0.023617579,2396.573042,1.504110733,2.121355702,20.25135016,91.13411372,90.03063623,-2.131987098,0.344385521,0.014066289,0.001668281,1.125921022,1.606620891,2.232920669,24.85954497,123.9480683,146.3402974,0.858793813,1.536330693,5.571072733,13.14946982,10.59425633,2.552593116,3.583344413,164.8747725,2117.050969,377134.505,4.162028447,8.012591352,4121.848034,264629.3219,7.63E+27,4.844189449,11.26944098,16129.0762,2048397.516,1.43E+55,-1.014708044,0.602086581,0.131412232,0.047638018,1.436929077,1.458622,2.073651369,18.49025802,79.50866422,73.70200487,1.705159867,2.345690778,30.27492263,166.580654,245.2468433,0.121169665,1.062457725,1.274226503,1.438367796,3.091994701,-3.780082133,0.151065605,0.00052079,-1.19E-05,0.977437608,0.592276658,1.344656149,3.269226185,-5.911088385,0.163965349,-3.745763971,0.153680119,0.00055779,1.32E-05,1.023898683,7.781795097,48.95480612,5743562.346,13764866683,869.6319218,1,2
Hf0.75NbTa0.5Ti1.5Zr1.25,1073.293263,170.016656,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275,1.504077397,2.121320344,20.25,91.125,90.0171313,-2.132041803,0.344376101,0.01406475,0.001668008,1.125913717,1.606643868,2.232946322,24.86068739,123.9566124,146.3570636,0.858661619,1.53622915,5.5696,13.144256,10.59095145,2.552627815,3.583406583,164.886215,2117.271361,377302.5785,4.162003211,8.01249025,4121.64,264609.288,7.62E+27,4.844187086,11.26942767,16129,2048383,1.43E+55,-1.014730805,0.602079729,0.13140625,0.047634766,1.436917221,1.458615023,2.073644135,18.49,79.507,73.6997937,1.705111663,2.345634243,30.272004,166.556566,245.1818058,0.121169665,1.062457725,1.274226503,1.438367796,3.091994701,-3.779898853,0.151079449,0.000520981,-1.19E-05,0.97743352,0.587786665,1.341640786,3.24,-5.832,0.165298888,-3.745449806,0.153704261,0.000558141,1.32E-05,1.023906281,7.78181782,48.95536232,5743823.374,13765805053,85.008328,1,4
HfMo0.5NbSi0.3TiV0.5,1332.947186,365.2096625,0,0,0,0,0,0,0,0,0.23255814,0.11627907,0,0.23255814,0.11627907,0,0,0,0,0.23255814,0.069767442,4.813953498,0.254130827,8.473868286,-16.36560309,14.16547755,65.97674432,142.9534887,0.36139535,4.348837218,6.098604663,1.463585544,-0.004315846,-4.36452138,-0.003082747,2382.104656,1.57151868,2.194072355,23.17414828,111.5592722,123.2177971,-1.369906078,0.504113903,0.064582477,0.016412398,1.289340474,2.136987109,2.910990946,71.80644373,608.4783462,4788.00105,2.79518176,4.045442261,267.8329645,-4383.247991,7.81E-08,2.650807846,3.763705295,200.6607542,2842.455409,1419020.709,4.189302321,8.12260699,4352.930791,287192.2018,4.50E+28,4.962519324,11.95631585,20435.69993,2921354.599,1.21E+62,-1.017782768,0.601161667,0.130606599,0.047200618,1.435330807,1.469908503,2.085386587,18.91238515,82.24688442,77.38842472,1.808060001,2.469535313,37.19297884,226.8252742,445.2360821,0.380889277,1.209787396,2.142082645,3.135121193,4.321426448,-5.445461913,0.065695099,1.86E-05,-8.04E-08,0.995693454,1.473508534,2.089143695,19.04904688,-83.13997236,0.012720742,-5.781934196,0.055522491,9.50E-06,-2.93E-08,0.996922,7.775739685,48.80680952,5674422.592,13517068477,3524.205161,3,5
HfMo0.5NbSi0.5TiV0.5,1205.703974,920.9761083,0,0,0,0,0,0,0,0,0.222222222,0.111111111,0,0.222222222,0.111111111,0,0,0,0,0.222222222,0.111111111,4.777777773,0.255710098,9.596506729,-24.4444444,14.42584136,65.88888882,140.9999999,0.357777777,4.333333329,6.033333327,1.463585544,0.009802469,-3.90123456,-0.015308642,2351.211109,1.563975537,2.18581284,22.82716045,109.0630998,118.839967,-1.363710906,0.50567786,0.065387654,0.016720283,1.291378301,2.26139915,3.097822901,92.0929414,883.7705318,14713.29416,3.196402967,4.94413232,597.530862,-14606.30993,2.42E-11,2.669021137,3.798136564,208.1048989,3002.088258,1841040.318,4.187969821,8.117197104,4341.34567,286046.4422,4.12E+28,4.94875989,11.87434208,19880.99997,2803220.994,1.72E+61,-1.02784322,0.598145281,0.128004938,0.045797322,1.430147773,1.466337068,2.081665998,18.77777774,81.37037013,76.19785624,1.797299649,2.456284456,36.40111103,219.6200363,417.1030556,0.380889277,1.209787396,2.142082645,3.135121193,4.321426448,-4.625120986,0.099007419,9.61E-05,9.42E-07,1.009850671,1.361293057,1.975154313,15.21963109,-59.37535081,0.020216937,-4.179337773,0.123728097,0.000234355,-3.59E-06,0.98480794,7.76268584,48.4892886,5528193.679,12997950391,6731.560624,4,4
HfMo0.5NbSi0.7TiV0.5,1162.482051,1473.487567,0,0,0,0,0,0,0,0,0.212765957,0.106382979,0,0.212765957,0.106382979,0,0,0,0,0.212765957,0.14893617,4.744680847,0.256563457,10.46600274,-31.11815293,14.53422246,65.80851056,139.2127659,0.354468085,4.319148933,5.973617016,1.463585544,0.021584427,-3.499320957,-0.025486646,2322.946806,1.557024169,2.178228833,22.51199634,106.8122379,114.9711063,-1.360379249,0.506520934,0.065824807,0.01688824,1.29248078,2.34813217,3.235120205,109.5372134,1146.416775,35101.62624,3.437791344,5.578364718,968.3394418,-30132.93484,3.06E-14,2.676506038,3.812377534,211.2436225,3070.261803,2051788.603,4.18674917,8.112244483,4330.760062,285000.8693,3.80E+28,4.936003453,11.79884596,19380.19419,2697970.437,2.88E+60,-1.037136965,0.595372224,0.125647623,0.044538072,1.425422249,1.463058377,2.078256224,18.65504751,80.57392853,75.12466495,1.787352609,2.444098406,35.68410025,213.1631485,392.9243171,0.380889277,1.209787396,2.142082645,3.135121193,4.321426448,-3.835783197,0.146916395,0.000465887,1.01E-05,1.021819056,1.252568937,1.870647203,12.24524716,-42.85005001,0.030217896,-3.66960065,0.159645376,0.000649569,-1.66E-05,0.974835397,7.750591834,48.19695847,5396081.864,12534811130,10003.40745,4,4
HfMo0.5NbTiV0.5,1005.377506,900.4886257,0,0,0,0,0,0,0,0,0.25,0.125,0,0.25,0.125,0,0,0,0,0.25,0,4.875,0.249896854,5.909200929,-0.875,12.96635773,66.125,146.25,0.3675,4.375,6.20875,1.203821126,-0.031078125,-5.203125,0.02015625,2434.2375,1.584120104,2.207940217,23.765625,115.8574219,130.9741532,-1.38670703,0.499896843,0.062448438,0.015605668,1.283892981,1.776510616,2.430884804,34.91865562,206.3413522,368.4116507,-0.133531393,0.935414347,0.765625,-0.669921875,0.41686202,2.562358136,3.60088291,168.1264328,2179.987471,427777.1793,4.19154689,8.131727984,4372.515625,289132.5957,5.22E+28,4.985317486,12.09338662,21389.0625,3128150.391,3.28E+63,-1.00103196,0.606217783,0.13505625,0.049633172,1.444119799,1.47590652,2.091650066,19.140625,83.74023438,79.43983955,1.825959587,2.491736342,38.54857656,239.3384747,497.0795134,0.185500769,1.097187826,1.449185303,1.744559884,3.332827777,-3.471251083,0.176289889,0.00096585,-3.00E-05,0.969399836,1.649259407,2.281035949,27.07250977,-140.8616524,0.005499352,-3.904240865,0.141972709,0.000406274,8.19E-06,1.020360759,7.797388845,49.33799246,5925512.206,14424104020,4607.332009,4,3
HfMoNbTaTi,1577.303723,644.6148929,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0.2,0,5,0.288166618,5.050398253,-1.44,13.3808668,79.6,164,0.356,4.8,6.156,1.181160109,-0.01544,7.2,-0.0176,2731.32,1.609437912,2.236067977,25,125,148.4131591,-1.244216431,0.536811529,0.08304,0.023929356,1.333979551,1.619467102,2.247309114,25.50652251,128.8180967,156.0846133,0.364643114,1.2,2.0736,-2.985984,0.236927759,2.593825836,3.657986714,179.0475963,2395.812037,647495.291,4.377014093,8.921883209,6336.16,504358.336,3.71E+34,5.099866428,12.80624847,26896,4410944,1.68E+71,-1.032824548,0.596657356,0.126736,0.045118016,1.427607548,1.568615918,2.19089023,23.04,110.592,121.5104175,1.817427216,2.481128775,37.896336,233.2898444,471.5381449,0.166497099,1.086811901,1.395139203,1.647882773,3.258151822,-4.170793734,0.124257797,0.000238394,-3.68E-06,0.984678586,1.974081026,2.683281573,51.84,373.248,1339.430764,-4.039856377,0.132664992,0.00030976,-5.45E-06,0.982553975,7.912540288,52.26203211,7460108.942,20375944757,7378.837759,4,5
HfMoNbTaTiWZr,1860.264303,525.9046572,0,0,0,0,0,0,0,0.142857143,0.142857143,0,0.142857143,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0,5.000000005,0.381345631,6.001545014,-3.591836742,16.17829699,84.42857151,174.857143,0.342857143,5.000000005,6.178571435,1.18904589,-0.001428571,-4.000000008,-0.076326531,2782.84286,1.609437913,2.236067979,25.00000005,125.0000004,148.4131598,-0.964049147,0.617531887,0.14542449,0.055456994,1.464253609,1.792016938,2.449805097,36.01854256,216.1669045,404.0525784,1.278663699,1.895214168,12.90129118,-46.33933168,0.027547686,2.783670652,4.022225378,261.7372935,4234.463668,10620503.57,4.435905869,9.188502136,7128.183687,601822.3662,4.64E+36,5.163969315,13.22335597,30575.02046,5346260.724,8.70E+75,-1.070441411,0.585540044,0.117551021,0.040303207,1.408967467,1.609437913,2.236067979,25.00000005,125.0000004,148.4131598,1.821087085,2.485673236,38.17474498,235.8653889,482.3024636,0.173151212,1.090433808,1.413830129,1.681108903,3.283946466,-6.551080635,0.037796442,2.04E-06,-2.92E-09,0.998572449,1.386294363,2.000000002,16.00000006,-64.00000038,0.018315639,-2.572734682,0.276272566,0.005825739,-0.000444658,0.926513622,7.931228296,52.75265737,7744214.383,21550931703,6593.406218,4,5
HfMoNbTaTiZr,1377.099171,812.5624833,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0.166666667,0,4.833333343,0.28439507,5.731763804,-0.888888892,14.89668824,71.83333348,152.3333336,0.353333334,4.666666676,5.895000012,1.188125452,-0.008583333,3.972222238,-0.031388889,2630.791672,1.575536363,2.198484329,23.3611112,112.9120377,125.6290281,-1.257390916,0.533287043,0.080880556,0.023002031,1.328957858,1.746023303,2.394110232,32.8531163,188.3063029,308.5129451,-0.117783032,0.942809043,0.790123462,-0.702331969,0.411112289,2.701138922,3.859622811,221.9113205,3305.743759,2948149.49,4.274348623,8.475454765,5160.027799,370661.9976,1.57E+31,5.026071104,12.34233907,23205.44453,3534962.722,1.44E+66,-1.040343379,0.594418484,0.124844445,0.044111704,1.423805667,1.540445043,2.160246902,21.77777786,101.6296302,106.3426764,1.774104536,2.427962111,34.75102514,204.8572936,363.2168403,0.172376815,1.090011675,1.41164209,1.677207896,3.280925188,-4.757932979,0.092646279,7.37E-05,-6.32E-07,0.991453399,1.379325696,1.993043461,15.77854951,62.67590524,53.102406,-3.461301302,0.177169097,0.000985262,-3.09E-05,0.969098628,7.875040096,51.29124362,6921064.821,18207879694,8690.161521,4,5
HfMoNbTaZr,1450.505969,837.4244358,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0.2,0,0,0,0,0.2,0,5,0.311152696,5.978643974,-1.12,13.3808668,77.4,160.8,0.352,4.8,6.122,1.187516602,-0.00184,6.32,-0.0344,2768.72,1.609437912,2.236067977,25,125,148.4131591,-1.167471503,0.557810627,0.096816,0.030124559,1.364997635,1.788193782,2.445126576,35.74418377,213.7017489,394.9045041,0.113328685,1.058300524,1.2544,-1.404928,0.326279795,2.593825836,3.657986714,179.0475963,2395.812037,647495.291,4.348986781,8.797726979,5990.76,463684.824,4.12E+33,5.080161357,12.68069399,25856.64,4157747.712,6.83E+69,-1.044124103,0.593295879,0.123904,0.043614208,1.421908524,1.568615918,2.19089023,23.04,110.592,121.5104175,1.811888841,2.474267568,37.478884,229.4457278,455.7753342,0.171864237,1.089732353,1.41019568,1.674630782,3.278928204,-6.297989707,0.042895221,3.39E-06,-6.23E-09,0.998161692,1.843719208,2.513961018,39.9424,252.435968,555.5729925,-3.369698715,0.18547237,0.00118336,-4.07E-05,0.966184953,7.926140399,52.61862788,7665810.438,21224482677,8987.325891,4,5
